14.06,1.63,2.28,16,126,3,3.17,.24,2.1,5.65,1.09,3.71,780
12.93,3.8,2.65,18.6,102,2.41,2.41,.25,1.98,4.5,1.03,3.52,770
13.71,1.86,2.36,16.6,101,2.61,2.88,.27,1.69,3.8,1.11,4,1035
12.85,1.6,2.52,17.8,95,2.48,2.37,.26,1.46,3.93,1.09,3.63,1015
13.5,1.81,2.61,20,96,2.53,2.61,.28,1.66,3.52,1.12,3.82,845
13.05,2.05,3.22,25,124,2.63,2.68,.47,1.92,3.58,1.13,3.2,830
13.39,1.77,2.62,16.1,93,2.85,2.94,.34,1.45,4.8,.92,3.22,1195
13.3,1.72,2.14,17,94,2.4,2.19,.27,1.35,3.95,1.02,2.77,1285
13.87,1.9,2.8,19.4,107,2.95,2.97,.37,1.76,4.5,1.25,3.4,915
14.02,1.68,2.21,16,96,2.65,2.33,.26,1.98,4.7,1.04,3.59,1035
13.73,1.5,2.7,22.5,101,3,3.25,.29,2.38,5.7,1.19,2.71,1285
13.58,1.66,2.36,19.1,106,2.86,3.19,.22,1.95,6.9,1.09,2.88,1515
13.68,1.83,2.36,17.2,104,2.42,2.69,.42,1.97,3.84,1.23,2.87,990
13.76,1.53,2.7,19.5,132,2.95,2.74,.5,1.35,5.4,1.25,3,1235
13.51,1.8,2.65,19,110,2.35,2.53,.29,1.54,4.2,1.1,2.87,1095
13.48,1.81,2.41,20.5,100,2.7,2.98,.26,1.86,5.1,1.04,3.47,920
13.28,1.64,2.84,15.5,110,2.6,2.68,.34,1.36,4.6,1.09,2.78,880
13.05,1.65,2.55,18,98,2.45,2.43,.29,1.44,4.25,1.12,2.51,1105
13.07,1.5,2.1,15.5,98,2.4,2.64,.28,1.37,3.7,1.18,2.69,1020
14.22,3.99,2.51,13.2,128,3,3.04,.2,2.08,5.1,.89,3.53,760
13.05,3.86,2.32,22.5,85,1.65,1.59,.61,1.62,4.8,.84,2.01,515
11.84,.89,2.58,18,94,2.2,2.21,.22,2.35,3.05,.79,3.08,520
12.67,.98,2.24,18,99,2.2,1.94,.3,1.46,2.62,1.23,3.16,450
12.16,1.61,2.31,22.8,90,1.78,1.69,.43,1.56,2.45,1.33,2.26,495
11.65,1.67,2.62,26,88,1.92,1.61,.4,1.34,2.6,1.36,3.21,562
11.64,2.06,2.46,21.6,84,1.95,1.69,.48,1.35,2.8,1,2.75,680
12.08,1.33,2.3,23.6,70,2.2,1.59,.42,1.38,1.74,1.07,3.21,625
12.08,1.83,2.32,18.5,81,1.6,1.5,.52,1.64,2.4,1.08,2.27,480
12,1.51,2.42,22,86,1.45,1.25,.5,1.63,3.6,1.05,2.65,450
12.69,1.53,2.26,20.7,80,1.38,1.46,.58,1.62,3.05,.96,2.06,495
12.29,2.83,2.22,18,88,2.45,2.25,.25,1.99,2.15,1.15,3.3,290
11.62,1.99,2.28,18,98,3.02,2.26,.17,1.35,3.25,1.16,2.96,345
12.47,1.52,2.2,19,162,2.5,2.27,.32,3.28,2.6,1.16,2.63,937
11.81,2.12,2.74,21.5,134,1.6,.99,.14,1.56,2.5,.95,2.26,625
12.29,1.41,1.98,16,85,2.55,2.5,.29,1.77,2.9,1.23,2.74,428
12.37,1.07,2.1,18.5,88,3.52,3.75,.24,1.95,4.5,1.04,2.77,660
12.29,3.17,2.21,18,88,2.85,2.99,.45,2.81,2.3,1.42,2.83,406
12.08,2.08,1.7,17.5,97,2.23,2.17,.26,1.4,3.3,1.27,2.96,710
12.6,1.34,1.9,18.5,88,1.45,1.36,.29,1.35,2.45,1.04,2.77,562
12.34,2.45,2.46,21,98,2.56,2.11,.34,1.31,2.8,.8,3.38,438
11.82,1.72,1.88,19.5,86,2.5,1.64,.37,1.42,2.06,.94,2.44,415
12.51,1.73,1.98,20.5,85,2.2,1.92,.32,1.48,2.94,1.04,3.57,672
12.42,2.55,2.27,22,90,1.68,1.84,.66,1.42,2.7,.86,3.3,315
13.48,1.67,2.64,22.5,89,2.6,1.1,.52,2.29,11.75,.57,1.78,620
12.36,3.83,2.38,21,88,2.3,.92,.5,1.04,7.65,.56,1.58,520
13.69,3.26,2.54,20,107,1.83,.56,.5,.8,5.88,.96,1.82,680
12.85,3.27,2.58,22,106,1.65,.6,.6,.96,5.58,.87,2.11,570
12.96,3.45,2.35,18.5,106,1.39,.7,.4,.94,5.28,.68,1.75,675
13.78,2.76,2.3,22,90,1.35,.68,.41,1.03,9.58,.7,1.68,615
13.73,4.36,2.26,22.5,88,1.28,.47,.52,1.15,6.62,.78,1.75,520
13.45,3.7,2.6,23,111,1.7,.92,.43,1.46,10.68,.85,1.56,695
12.82,3.37,2.3,19.5,88,1.48,.66,.4,.97,10.26,.72,1.75,685
13.58,2.58,2.69,24.5,105,1.55,.84,.39,1.54,8.66,.74,1.8,750
13.4,4.6,2.86,25,112,1.98,.96,.27,1.11,8.5,.67,1.92,630
12.2,3.03,2.32,19,96,1.25,.49,.4,.73,5.5,.66,1.83,510
12.77,2.39,2.28,19.5,86,1.39,.51,.48,.64,9.899999,.57,1.63,470
14.16,2.51,2.48,20,91,1.68,.7,.44,1.24,9.7,.62,1.71,660
13.71,5.65,2.45,20.5,95,1.68,.61,.52,1.06,7.7,.64,1.74,740
13.4,3.91,2.48,23,102,1.8,.75,.43,1.41,7.3,.7,1.56,750
13.27,4.28,2.26,20,120,1.59,.69,.43,1.35,10.2,.59,1.56,835
13.17,2.59,2.37,20,120,1.65,.68,.53,1.46,9.3,.6,1.62,840
14.13,4.1,2.74,24.5,96,2.05,.76,.56,1.35,9.2,.61,1.6,560
