14.23,1.71,2.43,15.6,127,2.8,3.06,.28,2.29,5.64,1.04,3.92,1065
13.2,1.78,2.14,11.2,100,2.65,2.76,.26,1.28,4.38,1.05,3.4,1050
13.16,2.36,2.67,18.6,101,2.8,3.24,.3,2.81,5.68,1.03,3.17,1185
14.37,1.95,2.5,16.8,113,3.85,3.49,.24,2.18,7.8,.86,3.45,1480
13.24,2.59,2.87,21,118,2.8,2.69,.39,1.82,4.32,1.04,2.93,735
14.2,1.76,2.45,15.2,112,3.27,3.39,.34,1.97,6.75,1.05,2.85,1450
14.39,1.87,2.45,14.6,96,2.5,2.52,.3,1.98,5.25,1.02,3.58,1290
14.06,2.15,2.61,17.6,121,2.6,2.51,.31,1.25,5.05,1.06,3.58,1295
14.83,1.64,2.17,14,97,2.8,2.98,.29,1.98,5.2,1.08,2.85,1045
13.86,1.35,2.27,16,98,2.98,3.15,.22,1.85,7.22,1.01,3.55,1045
14.1,2.16,2.3,18,105,2.95,3.32,.22,2.38,5.75,1.25,3.17,1510
14.12,1.48,2.32,16.8,95,2.2,2.43,.26,1.57,5,1.17,2.82,1280
13.75,1.73,2.41,16,89,2.6,2.76,.29,1.81,5.6,1.15,2.9,1320
14.75,1.73,2.39,11.4,91,3.1,3.69,.43,2.81,5.4,1.25,2.73,1150
14.38,1.87,2.38,12,102,3.3,3.64,.29,2.96,7.5,1.2,3,1547
13.63,1.81,2.7,17.2,112,2.85,2.91,.3,1.46,7.3,1.28,2.88,1310
14.3,1.92,2.72,20,120,2.8,3.14,.33,1.97,6.2,1.07,2.65,1280
13.83,1.57,2.62,20,115,2.95,3.4,.4,1.72,6.6,1.13,2.57,1130
14.19,1.59,2.48,16.5,108,3.3,3.93,.32,1.86,8.7,1.23,2.82,1680
13.64,3.1,2.56,15.2,116,2.7,3.03,.17,1.66,5.1,.96,3.36,845
12.33,1.1,2.28,16,101,2.05,1.09,.63,.41,3.27,1.25,1.67,680
12.64,1.36,2.02,16.8,100,2.02,1.41,.53,.62,5.75,.98,1.59,450
13.67,1.25,1.92,18,94,2.1,1.79,.32,.73,3.8,1.23,2.46,630
12.37,1.13,2.16,19,87,3.5,3.1,.19,1.87,4.45,1.22,2.87,420
12.17,1.45,2.53,19,104,1.89,1.75,.45,1.03,2.95,1.45,2.23,355
12.37,1.21,2.56,18.1,98,2.42,2.65,.37,2.08,4.6,1.19,2.3,678
13.11,1.01,1.7,15,78,2.98,3.18,.26,2.28,5.3,1.12,3.18,502
12.37,1.17,1.92,19.6,78,2.11,2,.27,1.04,4.68,1.12,3.48,510
13.34,.94,2.36,17,110,2.53,1.3,.55,.42,3.17,1.02,1.93,750
12.21,1.19,1.75,16.8,151,1.85,1.28,.14,2.5,2.85,1.28,3.07,718
12.29,1.61,2.21,20.4,103,1.1,1.02,.37,1.46,3.05,.906,1.82,870
13.86,1.51,2.67,25,86,2.95,2.86,.21,1.87,3.38,1.36,3.16,410
13.49,1.66,2.24,24,87,1.88,1.84,.27,1.03,3.74,.98,2.78,472
12.99,1.67,2.6,30,139,3.3,2.89,.21,1.96,3.35,1.31,3.5,985
11.96,1.09,2.3,21,101,3.38,2.14,.13,1.65,3.21,.99,3.13,886
11.66,1.88,1.92,16,97,1.61,1.57,.34,1.15,3.8,1.23,2.14,428
13.03,.9,1.71,16,86,1.95,2.03,.24,1.46,4.6,1.19,2.48,392
11.84,2.89,2.23,18,112,1.72,1.32,.43,.95,2.65,.96,2.52,500
12.33,.99,1.95,14.8,136,1.9,1.85,.35,2.76,3.4,1.06,2.31,750
12.7,3.87,2.4,23,101,2.83,2.55,.43,1.95,2.57,1.19,3.13,463
12,.92,2,19,86,2.42,2.26,.3,1.43,2.5,1.38,3.12,278
12.72,1.81,2.2,18.8,86,2.2,2.53,.26,1.77,3.9,1.16,3.14,714
12.08,1.13,2.51,24,78,2,1.58,.4,1.4,2.2,1.31,2.72,630
12.85,3.27,2.58,22,106,1.65,.6,.6,.96,5.58,.87,2.11,570
12.96,3.45,2.35,18.5,106,1.39,.7,.4,.94,5.28,.68,1.75,675
13.78,2.76,2.3,22,90,1.35,.68,.41,1.03,9.58,.7,1.68,615
13.73,4.36,2.26,22.5,88,1.28,.47,.52,1.15,6.62,.78,1.75,520
13.45,3.7,2.6,23,111,1.7,.92,.43,1.46,10.68,.85,1.56,695
12.82,3.37,2.3,19.5,88,1.48,.66,.4,.97,10.26,.72,1.75,685
13.58,2.58,2.69,24.5,105,1.55,.84,.39,1.54,8.66,.74,1.8,750
13.4,4.6,2.86,25,112,1.98,.96,.27,1.11,8.5,.67,1.92,630
12.2,3.03,2.32,19,96,1.25,.49,.4,.73,5.5,.66,1.83,510
12.77,2.39,2.28,19.5,86,1.39,.51,.48,.64,9.899999,.57,1.63,470
14.16,2.51,2.48,20,91,1.68,.7,.44,1.24,9.7,.62,1.71,660
13.71,5.65,2.45,20.5,95,1.68,.61,.52,1.06,7.7,.64,1.74,740
13.4,3.91,2.48,23,102,1.8,.75,.43,1.41,7.3,.7,1.56,750
13.27,4.28,2.26,20,120,1.59,.69,.43,1.35,10.2,.59,1.56,835
13.17,2.59,2.37,20,120,1.65,.68,.53,1.46,9.3,.6,1.62,840
14.13,4.1,2.74,24.5,96,2.05,.76,.56,1.35,9.2,.61,1.6,560
