0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 24, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 84, 2, 6, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0
0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 84, 2, 6, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0
0, 1, 1, 5, 0, 0, 0, 0, 0, 0, 0, 47, 0, 10, 0, 0, 0, 0, 4, 0, 15, 0, 0, 0, 0, 2, 0, 0
0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 0, 44, 1, 5, 0, 0, 0, 0, 6, 0, 3, 0, 0, 0, 0, 1, 0, 0
0, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 39, 0, 7, 2, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 3, 0, 0
3, 1, 2, 6, 1, 0, 0, 0, 0, 0, 0, 52, 0, 5, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0
0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 25, 1, 3, 0, 0, 0, 2, 0, 0, 5, 0, 0, 0, 0, 1, 1, 0
1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 80, 1, 3, 1, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 3, 0, 0
1, 6, 5, 2, 0, 0, 0, 0, 0, 0, 1, 41, 1, 3, 1, 0, 0, 5, 4, 0, 4, 0, 1, 0, 1, 3, 0, 0
0, 1, 3, 3, 0, 0, 0, 0, 0, 0, 0, 41, 0, 7, 0, 0, 0, 4, 3, 0, 8, 0, 0, 0, 0, 9, 0, 0
1, 1, 3, 5, 0, 0, 0, 0, 0, 0, 0, 50, 3, 6, 0, 0, 0, 1, 2, 0, 6, 0, 0, 0, 0, 2, 1, 0
0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 36, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0
0, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 57, 1, 3, 0, 2, 0, 0, 1, 0, 4, 0, 0, 0, 1, 5, 0, 0
0, 5, 3, 1, 0, 0, 0, 0, 0, 0, 0, 32, 1, 7, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 4, 1, 0
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0
1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 49, 1, 14, 0, 0, 1, 1, 1, 0, 7, 1, 0, 0, 0, 1, 0, 0
1, 2, 0, 6, 0, 0, 0, 0, 0, 0, 0, 45, 1, 13, 1, 0, 0, 1, 4, 0, 9, 1, 3, 0, 1, 5, 0, 0
0, 1, 2, 6, 0, 0, 0, 0, 0, 0, 0, 54, 0, 10, 0, 1, 0, 0, 3, 0, 3, 0, 1, 0, 0, 1, 0, 0
0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 13, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
3, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 69, 1, 15, 0, 1, 0, 0, 1, 0, 3, 1, 0, 0, 0, 9, 1, 0
2, 6, 4, 2, 0, 0, 0, 0, 0, 1, 0, 69, 4, 18, 0, 0, 0, 4, 9, 0, 5, 0, 1, 0, 0, 1, 1, 0
2, 1, 5, 4, 0, 0, 0, 0, 0, 0, 0, 76, 1, 6, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 6, 0, 0
1, 5, 7, 6, 0, 0, 0, 0, 0, 1, 0, 92, 4, 24, 0, 1, 0, 4, 4, 0, 3, 1, 1, 0, 0, 3, 3, 0
1, 5, 5, 3, 0, 1, 0, 0, 0, 0, 0, 77, 1, 14, 0, 2, 0, 3, 4, 1, 2, 0, 1, 0, 1, 3, 0, 0
2, 3, 10, 6, 0, 0, 0, 0, 0, 1, 0, 72, 6, 26, 1, 2, 0, 0, 7, 0, 10, 0, 3, 2, 2, 10, 1, 0
0, 3, 3, 2, 0, 1, 0, 0, 0, 2, 0, 69, 3, 20, 0, 0, 2, 1, 4, 0, 2, 0, 3, 0, 0, 9, 2, 0
0, 6, 4, 7, 0, 0, 0, 0, 0, 0, 0, 53, 3, 13, 0, 0, 0, 3, 5, 0, 10, 0, 1, 0, 2, 5, 1, 0
3, 7, 7, 2, 0, 0, 0, 0, 0, 0, 0, 59, 3, 16, 0, 4, 0, 3, 3, 0, 8, 0, 0, 1, 1, 10, 0, 1
1, 3, 8, 5, 0, 0, 0, 0, 1, 0, 0, 47, 3, 18, 0, 5, 1, 3, 6, 5, 8, 0, 1, 0, 2, 13, 0, 0
5, 5, 3, 6, 0, 2, 0, 0, 0, 0, 0, 69, 2, 7, 0, 3, 1, 0, 3, 0, 5, 2, 2, 0, 1, 11, 2, 0
0, 5, 5, 6, 0, 0, 0, 0, 0, 0, 0, 58, 1, 9, 0, 0, 0, 1, 4, 0, 1, 0, 1, 0, 0, 5, 1, 0
2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 67, 0, 17, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 4, 1, 0
3, 2, 6, 2, 1, 0, 0, 1, 5, 0, 1, 57, 8, 14, 1, 1, 0, 5, 11, 0, 4, 1, 0, 0, 2, 3, 4, 3
1, 1, 9, 2, 0, 0, 0, 0, 0, 0, 0, 48, 3, 12, 1, 1, 0, 2, 3, 0, 3, 1, 0, 0, 0, 4, 1, 0
1, 2, 8, 3, 0, 0, 0, 1, 1, 0, 0, 56, 5, 16, 0, 5, 0, 2, 2, 0, 2, 0, 3, 0, 2, 8, 3, 0
0, 7, 4, 5, 0, 0, 0, 0, 0, 0, 0, 63, 2, 19, 1, 0, 0, 1, 0, 0, 7, 1, 0, 0, 0, 4, 3, 0
0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 65, 3, 20, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 10, 1, 0
0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 70, 4, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 1, 0
1, 3, 7, 10, 0, 0, 0, 0, 0, 1, 0, 43, 6, 21, 0, 6, 1, 1, 7, 1, 9, 0, 1, 0, 0, 7, 1, 0
2, 6, 12, 5, 0, 0, 0, 0, 0, 1, 0, 63, 6, 10, 0, 4, 0, 0, 5, 0, 5, 0, 2, 0, 1, 0, 4, 0
4, 6, 9, 5, 0, 0, 1, 0, 0, 0, 0, 41, 1, 21, 0, 3, 0, 3, 13, 1, 8, 0, 9, 2, 1, 1, 3, 1
0, 2, 2, 1, 0, 0, 0, 0, 0, 1, 0, 32, 0, 14, 0, 0, 0, 1, 2, 0, 5, 0, 1, 0, 0, 3, 3, 0
1, 6, 1, 1, 0, 0, 0, 0, 1, 0, 1, 20, 1, 6, 0, 1, 0, 1, 1, 0, 3, 0, 2, 0, 0, 1, 3, 1
0, 7, 3, 2, 0, 0, 0, 1, 0, 0, 0, 17, 0, 6, 1, 0, 0, 3, 4, 0, 2, 0, 2, 0, 0, 0, 0, 0
1, 6, 3, 1, 0, 1, 0, 0, 0, 0, 1, 18, 3, 7, 1, 1, 0, 1, 4, 1, 1, 0, 6, 1, 1, 4, 1, 1
0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 27, 2, 5, 0, 2, 0, 1, 1, 0, 1, 1, 1, 0, 0, 2, 0, 1
